what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805313038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805313418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805313828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805328510
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805328970
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805351053
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805372076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805372636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805373026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805406961
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328805467371
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328805518208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1328805527448
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328805536030
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328805614892
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328805621993
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805623144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805623634
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805624324
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805639626
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328805712277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805763224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328805989345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328806325704
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328806506138
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328806635935
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1328806707294
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328806708985
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328806712986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328806720547
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328806721167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328806721777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328806748721
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328806830173
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328806832793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328806853986
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328806854976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328806855416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328806881933
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328806882323
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328806885044
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328806900876
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328806901246
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328806955558
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328806960489
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328807000084
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328807003655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328807005625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328807014647
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328807015047
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328807070587
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328807073628
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328807154540
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328807154950
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328807155330
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328807181526
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328807184287
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328807230434
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328807266469
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328807285621
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328807366912
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328844007670
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328844009870
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328844022381
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328844029662
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328844032444
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328844033404
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328846488321
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328846490629
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328846500866
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328846525856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328846536784
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328846541227
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328846544022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328846544637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328846545293
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328846634048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328846635671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328846656564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328846664495
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328846665979
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328846666398
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1328846666886
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1328846667985
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1328846668033
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1328846668049
