what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327984893517
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327984893551
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1327984896251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327984907161
error,log,,,"WARNING: Blocked recursive attempt to close part org.eclipse.jdt.ui.CompilationUnitEditor while still in the middle of activating it",1327984907190
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327984913903
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327984913912
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327984913972
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327984913973
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327984916985
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327984917045
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1327984917612
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327984919611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327984921780
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327984923814
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327984923821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327984927018
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327984927730
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327984927737
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327984930719
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327984931298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327984931310
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327984956863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327984979974
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327984980055
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327984980161
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327984989112
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1327984992044
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327984999992
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327985009287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327985017830
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAs",1327985017991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327985026844
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328061870017
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328061873156
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328061876254
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328061905186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328162510194
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1328162510751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328162514728
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328162558447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328162588710
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328162661686
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328162723882
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328162725790
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328162728970
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1328162740047
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1328162740110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328162779383
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328163736726
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328163738310
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328197690680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328197711660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328197730719
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328197865129
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328197888173
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328197908927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328197917160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328197925649
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328197963045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328197967241
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328197969689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328198009420
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328198020600
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328198055056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328198059506
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328198087535
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328198088111
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328198088269
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328198171837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328198869397
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328198891407
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328198896604
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328198901378
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328199167568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328199190858
